id,book_type,name,year,gener,pages,author_id,publisher_id
0,0,Harry Potter and the Philosopher's Stone,2017,0,352,0,0
1,0,Harry Potter and the Chamber of Secrets,2014,0,384,0,0
2,0,Harry Potter and the Prisoner of Azkaban,2014,0,480,0,0
3,0,Harry Potter and the Goblet of Fire ,2014,0,640,0,0
4,0,Harry Potter and the Order of the Phoenix,2014,0,816,0,0
5,0,Harry Potter and the Half-Blood Prince,2014,0,560,0,0
6,0,Harry Potter and the Deathly Hallows,2014,0,640,0,0
